redump_name,serial_1,serial_2,serial_3,serial_4,serial_5
Mahou Shoujo Madoka Magica Portable (Japan),ULJS 00429, ULJS 00430,,,
Mai-HiME - Bakuretsu! Fuuka Gakuen Gekitoushi! (Japan),ULJS 00040,,,,
Major League Baseball 2K10 (USA),ULUS-10503,,,,
Major League Baseball 2K11 (USA),ULUS-10573,,,,
Major League Baseball 2K12 (USA),ULUS-10591,,,,
Major League Baseball 2K6 (USA),ULUS-10099,,,,
Major League Baseball 2K7 (USA),ULUS-10229,,,,
Major League Baseball 2K8 (USA),ULUS-10342,,,,
Major League Baseball 2K9 (Japan),ULJS-00200,,,,
Major League Baseball 2K9 (USA),ULUS-10413,,,,
Makai Senki Disgaea 2 Portable (Japan),ULJS 00182, ULJS 00183, ULJS 19053,,
"Makai Senki Disgaea Portable - Tsuushin Taisen Hajimemashita. (Japan, Korea)",UCKS 45079, ULJS 00113,,,
Makai Senki Disgaea Portable (Japan),ULJS 00089,,,,
Mana Khemia - Student Alliance (Europe),ULES-01215,,,,
Mana Khemia - Student Alliance (USA),ULUS-10408,,,,
Mana Khemia - Student Alliance (USA) (Beta) (2008-12-09),ULUS-10408,,,,
Mana-Khemia - Gakuen no Renkinjutsushi-tachi Portable + (Japan),ULJM 05345,,,,
"Manhunt 2 (Europe) (En,Fr,De,Es,It)",ULES-00756,,,,
"Manhunt 2 (USA, Canada)",ULUS 10280, ULUS 10280F,,,
Maplus - Portable Navi (Japan) (GPS Receiver Doukonban),ULJS-00091,,,,
Maplus - Portable Navi 2 (Japan),ULJS 00128,,,,
Maplus - Portable Navi 3 (Japan),ULJS 00199,,,,
Marriage Royale - Prism Story (Japan),ULJS 00272,,,,
Maru Goukaku Shikaku Dasshu! - Care Manager Shiken Portable (Japan),ULJS 00506,,,,
"Marvel - Ultimate Alliance (Europe) (En,It)",ULES-00542,,,,
Marvel - Ultimate Alliance (USA) (v1.02),ULUS-10167,,,,
Marvel - Ultimate Alliance (USA) (v2.00),ULUS-10167, ULUS-10167GH,,,
Marvel - Ultimate Alliance 2 (Europe),ULES-01343,,,,
Marvel - Ultimate Alliance 2 (USA),ULUS-10421,,,,
"Marvel Nemesis - Rise of the Imperfects (Europe) (En,Fr,De,It)",ULES-00159,,,,
Marvel Nemesis - Rise of the Imperfects (USA),ULUS-10033,,,,
"Marvel Super Hero Squad (Europe) (En,Fr,De,Es,It)",ULES-01368,,,,
Marvel Super Hero Squad (USA),ULUS-10485,,,,
"Marvel Trading Card Game (Europe) (En,Fr,De,Es,It)",ULES-00683,,,,
Marvel Trading Card Game (USA),ULUS-10196,,,,
Mashiro Iro Symphony - Mutsu-no-hana (Japan),ULJM 05889,,,,
Matching Maker 3 x Tousouchuu (Japan),ULJS 00242,,,,
Mawaskes - Based on Carton-kun (Asia),UCAS 40158,,,,
"Mawaskes Puzzle (Europe) (En,Fr,De,Es,It,Nl)",ULES-01104,,,,
Me & My Katamari (Europe),ULES-00339,,,,
Me & My Katamari (USA),ULUS-10094,,,,
Medal of Honor - Heroes (Europe),ULES-00557, ULES-00557/E, ULES-00557/P,,
Medal of Honor - Heroes (France),ULES-00558,,,,
Medal of Honor - Heroes (Germany),ULES-00559,,,,
Medal of Honor - Heroes (Italy),ULES-00560,,,,
Medal of Honor - Heroes (Japan),ULJM 05213, ULJM 05318,,,
Medal of Honor - Heroes (Netherlands),ULES-00562,,,,
Medal of Honor - Heroes (Spain),ULES-00561,,,,
Medal of Honor - Heroes (USA),ULUS-10141,,,,
Medal of Honor - Heroes 2 (Asia),ULAS-42120,,,,
Medal of Honor - Heroes 2 (Australia),ULES-00988/P,,,,
Medal of Honor - Heroes 2 (Europe),ULES-00955,,,,
"Medal of Honor - Heroes 2 (Europe) (Fr,De,Es,It)",ULES-00956/E,,,,
Medal of Honor - Heroes 2 (Japan),ULJM 05430,,,,
Medal of Honor - Heroes 2 (USA),ULUS-10310,,,,
"MediEvil - Resurrection (Europe) (En,Fr,De,Es,It)",UCES-00006,,,,
MediEvil - Resurrection (USA),UCUS-98620,,,,
Mega Man - Maverick Hunter X (Europe),ULES-00251,,,,
Mega Man - Maverick Hunter X (USA),ULUS-10068,,,,
Mega Man - Powered Up (Europe),ULES-00307,,,,
Mega Man - Powered Up (USA),ULUS 10091,,,,
Mega Minis Volume 1 (Europe),UCES-01502,,,,
Mega Minis Volume 2 (Europe),UCES-01503,,,,
Mega minis Volume 3 (Europe),UCES-01504,,,,
Megami no Etsubo (Japan),ULJM 05107,,,,
Megpoid the Music (Japan),ULJM 06226,,,,
Meitantei Conan - Kako kara no Prelude (Japan),ULJS 00488,,,,
Memories Off - Sorekara (Japan),ULJM 05594,,,,
Memories Off - Yubikiri no Kioku (Japan),ULJM 05875,,,,
Memories Off (Japan),ULJM 05334,,,,
Memories Off 2nd (Japan),ULJM 05335, ULJM 05593,,,
Memories Off 5 - Togireta Film (Japan),ULJM 05394,,,,
Memories Off 5 Encore (Japan),ULJM 05527,,,,
Memories Off 6 - T-Wave (Japan),ULJM 05820,,,,
"Mercury Meltdown (Europe) (En,Fr,De,Es,It)",ULES-00466,,,,
Mercury Meltdown (USA) (Beta) (2006-06-08),ULUX-80215,,,,
"Mercury Meltdown (USA) (En,Fr,Es)",ULUS-10133,,,,
Metal Fight Beyblade Portable - Chouzetsu Tensei! Vulcan Horuseus (Japan),ULJM 05731,,,,
"Metal Gear Acid (Europe) (En,Fr,De,Es,It)",ULES-00008,,,,
Metal Gear Acid (Japan),ULJM 05001, ULJM 08001,,,
Metal Gear Acid (USA),ULUS-10006,,,,
"Metal Gear Acid 2 (Europe) (En,Fr,De,Es,It)",ULES-00284,,,,
"Metal Gear Acid 2 (Japan, Asia)",ULAS 42035, ULJM 05047,,,
Metal Gear Acid 2 (Korea),ULKS 46065,,,,
Metal Gear Acid 2 (USA),ULUS-10077,,,,
"Metal Gear Solid - Digital Graphic Novel (Europe) (En,Fr,De,Es,It)",ULES-00382,,,,
Metal Gear Solid - Digital Graphic Novel (USA),ULUS-10108,,,,
"Metal Gear Solid - Peace Walker (Europe, Australia) (En,Fr,De,Es,It)",ULES-01372,,,,
Metal Gear Solid - Peace Walker (Japan) (v1.03),ULJM 08038,,,,
"Metal Gear Solid - Peace Walker (Japan, Asia) (v1.02)",ULAS 42218, ULJM 05630, ULJM 08038, ULKS 46239,
"Metal Gear Solid - Peace Walker (USA) (En,Fr,Es) (v1.01)",UCUS-98919, ULUS-10509, ULUS-10509GH,,
"Metal Gear Solid - Peace Walker (USA) (En,Fr,Es) (v2.00)",ULUS-10509,,,,
"Metal Gear Solid - Portable Ops (Europe) (En,Fr,De,Es,It)",ULES-00645, ULES-00645#, ULES-00645/7061831,,
Metal Gear Solid - Portable Ops (Japan) (v1.00),ULJM 05284,,,,
"Metal Gear Solid - Portable Ops (Japan, Asia) (v1.02)",ULAS 42087, ULJM 05193, ULJM 05573, ULJM 08016,
Metal Gear Solid - Portable Ops (Korea),ULKS 46119,,,,
Metal Gear Solid - Portable Ops (USA),ULUS 10202,,,,
Metal Gear Solid - Portable Ops Plus (Asia),ULAS-42123,,,,
"Metal Gear Solid - Portable Ops Plus (Europe) (En,Fr,De,Es,It)",ULES-01003,,,,
Metal Gear Solid - Portable Ops Plus (Japan),ULJM 05261, ULJM 05285,,,
Metal Gear Solid - Portable Ops Plus (USA),ULUS-10290,,,,
Metal Slug Anthology (Europe),ULES-00530,,,,
Metal Slug Anthology (USA),ULUS-10154,,,,
"Metal Slug Complete (Japan, Korea)",ULJS 00090, ULJS 00206, ULKS 46129,,
"Metal Slug XX (Europe) (En,Fr,De,Es,It)",ULES-01429,,,,
Metal Slug XX (USA),ULUS-10495,,,,
Metal Slug XX (USA) (Beta) (2009-09-26),ULUS-10495,,,,
Miami Vice - The Game (Europe),ULES-00375,,,,
Miami Vice - The Game (Russia),ULES-00376,,,,
Miami Vice - The Game (USA),ULUS-10109,,,,
"Michael Jackson - The Experience (Europe) (En,Fr,De,Es,It,Pl,Ru)",ULES-01512,,,,
"Michael Jackson - The Experience (USA) (En,Fr,De,Es,It,Pl,Ru)",ULUS-10564,,,,
"Micro Machines V4 (Europe) (En,Fr,De,Es,It)",ULES-00368,,,,
Micro Machines V4 (USA),ULUS 10129,,,,
"Midnight Club - L.A. Remix (Europe) (En,Fr,De,Es,It)",ULES-01144,,,,
Midnight Club - L.A. Remix (Japan),ULJS 00180, ULJS 00267,,,
Midnight Club - L.A. Remix (Japan) (Rockstar Classics),ULJM 05904,,,,
Midnight Club - L.A. Remix (USA),ULUS-10383,,,,
"Midnight Club 3 - DUB Edition (Europe) (En,Fr,De,Es,It)",ULES-00108, ULES-00108#, ULES-00108/P,,
Midnight Club 3 - DUB Edition (USA) (v1.00),ULUS-10021,,,,
Midnight Club 3 - DUB Edition (USA) (v2.02),ULUS-10021, ULUS-10021GH,,,
Midway Arcade Treasures - Extended Play (Europe),ULES-00180,,,,
Midway Arcade Treasures - Extended Play (USA),ULUS-10059,,,,
"Military History - Commander - Europe at War (Europe) (En,Fr,De,Es,It)",ULES-01179,,,,
Mimana - IYAR Chronicle (USA),ULUS-10492,,,,
"Mind Quiz - Exercise Your Brain (Europe) (En,Fr,De)",ULES-00555,,,,
"Mind Quiz - Exercise Your Brain (Europe) (En,Fr,De,Es,It)",ULES-00701,,,,
Mind Quiz - Exercise Your Brain (USA),ULUS 10178,,,,
Minna no Chizu (Japan),ULJS 00051,,,,
Minna no Chizu 2 (Japan) (GPS Receiver Doukonban),ULJS 00103,,,,
Minna no Chizu 3 (Japan) (Disc 1),ULJS 00139,,,,
Minna no Chizu 3 (Japan) (Disc 2),ULJS 00140,,,,
Minna no Golf Portable - Coca-Cola Special Edition (Japan),UCJM 95401,,,,
Minna no Golf Portable (Japan),UCJS 10001, UCJS 18001,,,
Minna no Golf Portable 2 (Japan) (v2.01),UCJS 18031,,,,
"Minna no Golf Portable 2 (Japan, Korea) (v1.09)",UCJS 10075, UCKS 45074,,,
Minna no Golf-jou Vol. 1 (Japan) (Disc 2),UCJS 10056,,,,
Minna no Golf-jou Vol. 2 (Japan) (Disc 1),UCJS 10064,,,,
Minna no Golf-jou Vol. 2 (Japan) (Disc 2),UCJS 10065,,,,
Minna no Golf-jou Vol. 3 (Japan) (Disc 1),UCJS 10067,,,,
Minna no Golf-jou Vol. 3 (Japan) (Disc 2),UCJS 10068,,,,
Minna no Navi (Japan) (Disc 1),ULJS 00211,,,,
Minna no Navi (Japan) (Disc 2),ULJS 00212,,,,
Minna no Tennis Portable (Japan),UCJS 10101, UCJS 18049,,,
Mite Kiite Nou de Kanjite Crossword Tengoku (Japan),ULJM 05168,,,,
Miyako - Awayuki no Utage (Japan),ULJM 06069,,,,
Miyako (Japan),MKPP 01003, ULJM 05770,,,
Mizu no Senritsu (Japan),ULJM 05829,,,,
MLB (Korea),UCKS 45010,,,,
MLB (USA),UCUS-98605,,,,
MLB 06 - The Show (USA),UCUS-98624,,,,
MLB 07 - The Show (USA),UCUS-98667,,,,
MLB 07 - The Show (USA) (Demo),UCUS 98680,,,,
MLB 08 - The Show (Korea),UCKS-45085, UCUS-98696,,,
MLB 08 - The Show (USA),UCUS-98696,,,,
MLB 09 - The Show (Asia) (Sample),UCAS 40249,,,,
MLB 09 - The Show (USA),UCUS-98730,,,,
MLB 10 - The Show (USA),UCUS 98742, UCUS-98742,,,
MLB 11 - The Show (USA),UCUS 98758,,,,
Mobile Train Simulator - Keisei Toei Asakusa Keikyuusen (Japan),ULJM-05085,,,,
Mobile Train Simulator plus Densha de Go! Tokyo Kyuukou-hen (Japan),ULJM 05012,,,,
"ModNation Racers (Asia) (En,Zh)",UCAS 40305, UCKS 45154,,,
"ModNation Racers (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",UCES-01327,,,,
"ModNation Racers (USA) (En,Fr,Es)",UCUS 98741, ULUS-98741,,,
"Moegaku @ Portable (Japan) (En,Ja)",ULJM-05174,,,,
Mondiali FIFA 2006 (Italy),ULES-00343,,,,
MonHun Nikki - Poka Poka Airou Mura (Japan),ULJM 05710, ULJM 08039,,,
"MonHun Nikki - Poka Poka Airou Mura G (Japan, Asia)",ULAS 42285, ULJM 05881,,,
"Monster Hunter Freedom (Europe, Australia) (En,Fr,De,Es,It)",ULES-00318,,,,
Monster Hunter Freedom (USA),ULUS-10084,,,,
Monster Hunter Freedom 2 (Asia),ULAS-42110,,,,
"Monster Hunter Freedom 2 (Europe) (En,Fr,De,Es,It)",ULES-00851,,,,
Monster Hunter Freedom 2 (USA),ULUS-10266, ULUS-17008,,,
"Monster Hunter Freedom Unite (Europe) (En,Fr,De,Es,It)",ULES-01213, ULES-01213 / 0991398, ULES-01213/E,,
"Monster Hunter Freedom Unite (Europe) (En,Fr,De,Es,It) (Demo)",ULED-01244/0991411,,,,
Monster Hunter Freedom Unite (USA) (Beta) (2008-10-14),ULUS-10391,,,,
Monster Hunter Freedom Unite (USA) (Demo),ULUS 90003,,,,
"Monster Hunter Freedom Unite (USA) (En,Fr,De,Es,It)",ULUS 10391, ULUS 17008,,,
Monster Hunter Portable (Japan),ULJM 05066, ULJM 08010, ULJM 08014,,
"Monster Hunter Portable 2nd (Japan, Korea)",UCKS 45045, ULJM 05156,,,
"Monster Hunter Portable 2nd G (Japan, Asia)",ULAS 42149, ULJM 05500, ULJM 08019, ULJM 08025, ULKS 46177
"Monster Hunter Portable 3rd (Japan, Asia)",ULAS 42260, ULJM 05800, ULJM 08058, ULKS 46264,
Monster Jam - Path of Destruction (USA),ULUS-10530,,,,
"Monster Jam - Urban Assault (Europe) (En,Fr,De,Es,It)",ULES-01169,,,,
Monster Jam - Urban Assault (USA),ULUS-10379,,,,
Monster Kingdom - Jewel Summoner (USA),ULUS-10211,,,,
Monster Kingdom - Jewel Summoner (USA) (Demo),ULUS 80017,,,,
"Mortal Kombat - Unchained (Europe) (En,Fr,De,Es,It)",ULES-00353, ULES-00353#,,,
Mortal Kombat - Unchained (USA),ULUS-10102, ULUS-10102GH,,,
Mother Goose no Himitsu no Yakata - Blue Label (Japan),ULJM 05950,,,,
Mother Goose no Himitsu no Yakata - Nursery Rhymes for you (Japan),ROSE 00006, ULJM 05892,,,
"MotoGP (Europe) (En,Fr,De,It,Nl)",UCES-00373, UCES-00373 / 9686477,,,
MotoGP (Japan),ULJS 00078,,,,
MotoGP (USA),ULUS 10153,,,,
"MotorStorm - Arctic Edge (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,El)",UCES-01250,,,,
MotorStorm - Arctic Edge (Korea),UCKS-45124,,,,
"MotorStorm - Arctic Edge (USA) (En,Fr,De,Es,It,Nl,Pt,Ru)",UCUS-98743,,,,
MotorStorm - Raging Ice (Japan),UCJS 10104,,,,
Motto Nuga-Cel! Nurture Garment Celebration (Japan),NGPP 00402, ULJM 05654,,,
Moujuutsukai to Oujisama - Snow Bride - Portable (Japan),ULJM 06029,,,,
Moujuutsukai to Oujisama Portable (Japan),ULJM 05894, ULJM 05895,,,
MTV Pimp My Ride (Europe),ULES-00960,,,,
MTV Pimp My Ride (USA),ULUS 10256,,,,
MTX Mototrax (Europe),ULES-00581,,,,
MTX Mototrax (USA),ULUS-10138,,,,
Mugen Kairou (Japan),UCJS 10081, UCJS 18028,,,
Mugen Kairou (Japan) (Beta) (2007-12-18),UCJP-00139,,,,
Musketeer - Le Sang des Chevaliers (Japan),ULJM 05882,,,,
Musou Orochi - Maou Sairin (Japan),ULJM 05402, ULJM 08037,,,
Musou Orochi - Maou Sairin Enhanced Version (Asia),ULAS-42164,,,,
"Musou Orochi (Japan, Korea)",ULJM 05314, ULKS 46174,,,
Musou Orochi 2 Special (Japan),ULJM 06097,,,,
Musou Tourou (Japan),ULJS 00284,,,,
Mussang Orochi - Mawang Jaerim Plus (Korea),ULKS 46209,,,,
MVP Baseball (Korea),ULKS-46006,,,,
MVP Baseball (USA),ULUS-10012,,,,
MX vs. ATV - On the Edge (Europe),ULES-00274,,,,
MX vs. ATV - On the Edge (USA),ULUS-10071,,,,
MX vs. ATV Extreme Limite (France),ULES-00994,,,,
"MX vs. ATV Reflex (Europe) (En,Fr,De,Es,It)",ULES-01375,,,,
"MX vs. ATV Reflex (USA) (En,Fr)",ULUS-10429,,,,
"MX vs. ATV Untamed (Europe, Australia)",ULES-00993, ULES-00993/E,,,
MX vs. ATV Untamed (USA),ULUS-10330,,,,
My Merry May with Be (Japan),CF00-20033, ULJM 05603,,,
My Spanish Coach (USA),ULUS-10378,,,,
Myst (Australia),ULES-00659,,,,
"Myst (Europe) (En,Fr,De)",ULES-00412,,,,
Mystereet Portable - Yasogami Kaoru no Chousen! (Japan),ULJM 05328,,,,
"Mystery Team, The (Europe) (En,Fr,De,Es,It,Nl,Pt)",UCES-01536, UCES-01536/POR,,,
"Mytran Wars (Europe) (En,Fr,De,Es,It)",ULES-01098,,,,
"Mytran Wars (USA) (En,Fr)",ULUS 10398,,,,
N Plus (Europe),ULES-01026,,,,
N Plus (USA),ULUS-10340,,,,
"Namco Museum (Japan, Asia)",UCAS 40166, ULJS 00012, ULJS 19006,,
Namco Museum (Korea),UCKS 45005,,,,
Namco Museum Battle Collection (Asia),UCAS-40217,,,,
"Namco Museum Battle Collection (Europe) (En,Fr,De,Es,It)",UCES-00116, UCES-00116/9181712, UCES-00116/E,,
Namco Museum Battle Collection (USA),ULUS-10035,,,,
Namco Museum Battle Collection (USA) (Beta) (2005-07-01),ULUS-10035,,,,
Namco Museum Vol. 2 (Asia),UCAS 40061,,,,
Namco Museum Vol. 2 (Japan),ULJS 00047,,,,
Napoleon Dynamite - The Game (USA),ULUS-10305,,,,
Narisokonai Eiyuutan - Taiyou to Tsuki no Monogatari (Japan),ULJS 00177,,,,
Naruto - Narutimate Portable - Mugenjou no Maki (Japan),ULJS-00055,,,,
Naruto - Narutimate Portable - Muhwanseongui Gwon (Korea),ULKS 46086,,,,
"Naruto - Ultimate Ninja Heroes (Europe) (En,Fr,De,Es,It)",ULES-00865,,,,
Naruto - Ultimate Ninja Heroes (USA),ULUS-10299,,,,
"Naruto - Ultimate Ninja Heroes 2 - The Phantom Fortress (Europe) (En,Fr,De,Es,It)",ULES-01088,,,,
Naruto - Ultimate Ninja Heroes 2 - The Phantom Fortress (USA),ULUS-10349,,,,
"Naruto Shippuden - Kizuna Drive (Europe) (En,Fr,De,Es,It)",ULES-01516,,,,
"Naruto Shippuden - Kizuna Drive (USA) (En,Fr,Es)",ULUS-10571,,,,
"Naruto Shippuden - Legends - Akatsuki Rising (Europe) (En,Fr,De,Es,It)",ULES-01306,,,,
Naruto Shippuden - Legends - Akatsuki Rising (USA),ULUS-10447,,,,
"Naruto Shippuden - Ultimate Ninja Heroes 3 (Europe) (En,Fr,De,Es,It)",ULES-01407,,,,
Naruto Shippuden - Ultimate Ninja Heroes 3 (USA),ULUS-10518,,,,
"Naruto Shippuden - Ultimate Ninja Impact (Europe) (En,Fr,De,Es,It)",ULES-01537, ULES-01537#,,,
Naruto Shippuden - Ultimate Ninja Impact (France) (Demo),ULED-01539 / 7003769,,,,
"Naruto Shippuden - Ultimate Ninja Impact (USA) (En,Fr,Es)",ULUS-10582,,,,
"Naruto Shippuuden - Kizuna Drive (Japan, Asia)",ULAS 42239, ULJS 00291,,,
"Naruto Shippuuden - Narutimate Accel 3 (Japan, Korea)",ULJS 00236, ULKS 46229,,,
"Naruto Shippuuden - Narutimate Impact (Japan, Asia)",ULAS 42297, ULJS 00390, ULJS 19071,,
NASCAR (Europe),ULES-00457,,,,
NASCAR (USA),ULUS-10122,,,,
Natsuzora no Monologue Portable (Japan),ULJM 06261,,,,
Navi-Chu (Japan) (Beta) (2007-07-13),UCJP-00138-0,,,,
Nayuta no Kiseki (Japan),ULJM 06113,,,,
NBA (USA),UCUS 98607,,,,
NBA 06 (USA),UCUS-98626,,,,
NBA 07 (USA),UCUS-98644,,,,
NBA 07 (USA) (Demo),UCUS 98694,,,,
NBA 08 (Asia) (Sample),UCAS 40181,,,,
NBA 08 (USA),UCUS-98699,,,,
NBA 09 - The Inside (Asia),UCAS 40225,,,,
NBA 09 - The Inside (USA),UCUS-98715,,,,
NBA 09 - The Inside (USA) (Beta) (2008-08-07),UCUS-98715,,,,
NBA 10 - The Inside (Asia),UCAS 40279,,,,
NBA 10 - The Inside (USA),UCUS-98738,,,,
NBA 2K10 (Europe),ULES-01342,,,,
NBA 2K10 (Japan),ULJS 00232,,,,
NBA 2K10 (USA),ULUS-10474,,,,
NBA 2K11 (Europe),ULES-01488,,,,
NBA 2K11 (Japan),ULJM 05778,,,,
NBA 2K11 (USA),ULUS-10552,,,,
"NBA 2K12 (Europe) (En,Fr,De,Es,It)",ULES-01554,,,,
NBA 2K12 (Japan),ULJS 00426,,,,
NBA 2K12 (USA),ULUS-10585,,,,
"NBA 2K13 (Europe) (En,Fr,De,Es,It)",ULES-01578,,,,
NBA 2K13 (Japan),ULJS 00596,,,,
NBA 2K13 (USA),ULUS-10598,,,,
NBA Ballers - Rebound (USA),ULUS-10078,,,,
"NBA Live 06 (Europe) (En,De,It)",ULES-00156,,,,
NBA Live 06 (France),ULES-00157,,,,
NBA Live 06 (Japan),ULJM 05182,,,,
NBA Live 06 (Korea),ULKS-46032,,,,
NBA Live 06 (Spain),ULES-00158,,,,
NBA Live 06 (USA),ULUS-10030,,,,
NBA Live 07 (Asia),ULAS 42076,,,,
"NBA Live 07 (Europe) (En,De,It)",ULES-00462,,,,
NBA Live 07 (France),ULES-00463,,,,
NBA Live 07 (Korea),ULKS 46110,,,,
NBA Live 07 (Spain),ULES-00464,,,,
NBA Live 07 (USA),ULUS-10113,,,,
NBA Live 08 (Europe),ULES-00920,,,,
"NBA Live 08 (Europe) (En,Fr,Es,It)",ULES-00921,,,,
NBA Live 08 (Japan),ULJM 05289,,,,
NBA Live 08 (USA),ULUS-10294,,,,
"NBA Live 09 (Europe) (En,De,It)",ULES-01147,,,,
NBA Live 09 (France),ULES-01148,,,,
NBA Live 09 (Japan),ULJM 05386,,,,
NBA Live 09 (Spain),ULES-01149,,,,
"NBA Live 09 (USA) (En,Fr)",ULUS-10370,,,,
NBA Live 10 (Asia),ULAS-42187,,,,
"NBA Live 10 (Europe) (En,De,It)",ULES-01308,,,,
NBA Live 10 (France),ULES-01309,,,,
NBA Live 10 (Japan),ULJM 05536, ULJM 05737,,,
NBA Live 10 (Spain),ULES-01310,,,,
NBA Live 10 (USA),ULUS-10465,,,,
NBA Street Showdown (Asia),ULAS-42003,,,,
"NBA Street Showdown (Europe) (En,Fr,De)",ULES-00037,,,,
NBA Street Showdown (USA),ULUS-10010,,,,
NCAA Football 07 (USA) (v1.00),ULUS 10116,,,,
NCAA Football 07 (USA) (v2.00),ULUS-10116,,,,
NCAA Football 09 (USA),ULUS 10355,,,,
NCAA Football 10 (USA),ULUS-10440,,,,
Need for Speed - Carbon - Own the City (Asia),ULAS-42080,,,,
Need for Speed - Carbon - Own the City (Europe),ULES-00576, ULES-00576/P,,,
"Need for Speed - Carbon - Own the City (Europe) (En,Fr,De,Es,It,Nl)",ULES-00577,,,,
Need for Speed - Carbon - Own the City (Japan),ULJM 05286,,,,
Need for Speed - Carbon - Own the City (Korea),ULKS 46034,,,,
Need for Speed - Carbon - Own the City (USA),ULUS-10114,,,,
Need for Speed - Most Wanted - 5-1-0 (Asia),ULAS-42031,,,,
"Need for Speed - Most Wanted - 5-1-0 (Europe) (En,Fr,De,Es,It)",ULES-00196,,,,
Need for Speed - Most Wanted - 5-1-0 (Japan),ULJM 05073, ULJM 05183,,,
Need for Speed - Most Wanted - 5-1-0 (USA),ULUS 10036, ULUS 10036GH,,,
Need for Speed - ProStreet (Asia),ULAS-42129,,,,
Need for Speed - ProStreet (Europe),ULES-01019,,,,
"Need for Speed - ProStreet (Europe) (En,Fr,De,Es,It,Nl)",ULES-01020,,,,
Need for Speed - ProStreet (Japan),ULJM 05308, ULJM 05443,,,
Need for Speed - ProStreet (USA),ULUS-10331,,,,
"Need for Speed - Shift (Asia) (En,Fr,Es)",ULAS-42176,,,,
"Need for Speed - Shift (Europe) (En,Fr,De,Es,It,Nl,Pl,Ru,Cs)",ULES-01275,,,,
Need for Speed - Shift (Japan),ULJM 05494,,,,
"Need for Speed - Shift (USA) (En,Fr,Es)",UCUS-98765, ULUS-10462,,,
"Need for Speed - Undercover (Asia) (En,Fr)",ULAS-42146,,,,
"Need for Speed - Undercover (Europe) (En,Fr,De,Es,It,Nl,Pl,Ru,Cs,Hu)",ULES-01145, ULES-01145/P,,,
Need for Speed - Undercover (USA),ULUS 10376,,,,
"Need for Speed - Underground Rivals (Europe, Australia) (En,Fr,De,Es,It)",ULES-00025, ULES-00025/AUS,,,
Need for Speed - Underground Rivals (Japan),ULJM 05008, ULJM 08003,,,
Need for Speed - Underground Rivals (Korea),ULKS-46004,,,,
Need for Speed - Underground Rivals (USA),ULUS-10007,,,,
Nendoroid Generation (Japan),ULJS 00440, ULJS 00441,,,
Neo Angelique Special (Japan),ULJM 05368, ULJM 05374,,,
Neopets - Petpet Adventures - The Wand of Wishing (USA),UCUS-98622,,,,
Network Utility Disc - Chinese Ver. 1.00C (Asia),UCAM-80002,,,,
Network Utility Disc Ver. 1.00 (Korea),UCKM 84001,,,,
Never 7 - The End of Infinity (Japan),ULJM 05724,,,,
Neverland Card Battles (USA),ULUS-10382,,,,
NFL Street 2 - Unleashed (Europe),ULES-00036,,,,
NFL Street 2 - Unleashed (USA),ULUS-10008,,,,
NFL Street 3 (Europe),ULES-00641,,,,
NFL Street 3 (USA),ULUS-10135,,,,
"NHL 07 (Europe) (En,Fr,De)",ULES-00477,,,,
NHL 07 (USA),ULUS-10131,,,,
NHRA Drag Racing - Countdown to the Championship (USA),ULUS 10278,,,,
Nichijou - Uchuujin (Japan),ULJM 05893,,,,
Nickelodeon Avatar - The Last Airbender (USA),ULUS-10165,,,,
"Nickelodeon Avatar - The Legend of Aang (Europe) (En,Fr,De,Nl)",ULES-00633, ULES-00633/E,,,
Nickelodeon Bob Esponja - Atrapados en el Congelador (Spain),ULES-01486,,,,
"Nickelodeon SpongeBob SquarePants - SpongeBob's Truth or Square (Europe) (En,De,It,Nl)",ULES-01365,,,,
"Nickelodeon SpongeBob SquarePants - The Yellow Avenger (Europe) (En,Fr,De,Es,It,Nl)",ULES-00280,,,,
Nickelodeon SpongeBob SquarePants - The Yellow Avenger (USA),ULUS-10092,,,,
Nickelodeon SpongeBob's Truth or Square (Asia),ULAS 42195,,,,
Nickelodeon SpongeBob's Truth or Square (USA),ULUS-10478,,,,
Nikoli no Sudoku Lite Daisan-shuu (Japan),ULJM 06153,,,,
Nippon no Asoko de (Japan),UCJS 10080,,,,
Nise no Chigiri (Japan),ULJM 05703,,,,
Nishimura Kyoutarou Travel Mystery - Akugyaku no Kisetsu - Tokyo ~ Nanki-Shirahama Renzoku Satsujin Jiken (Japan),ULJS 00197,,,,
Nobunaga no Yabou - Shouseiroku (Japan),ULJM 05072, ULJM 05329,,,
Nobunaga no Yabou - Soutenroku with Power-Up Kit (Japan),ULJM 05902, ULJM 06357,,,
Nobunaga no Yabou - Tenshouki (Japan),ULJM 05364,,,,
"Nogizaka Haruka no Himitsu - Cosplay, Hajimemashita - Himitsu no Radio (Japan)",ULJS 00161,,,,
Nouryoku Trainer Portable (Japan),ULJM 05050,,,,
Nouryoku Trainer Portable 2 (Japan),ULJM 05126,,,,
Numpla & Oekaki Puzzle (Japan),ULJM 05140,,,,
O.G.A Onigokko Royal - Hunter wa Field de Koi o Suru (Japan),ULJM 06298,,,,
"Oblachno, vozmozhny osadki v vide frikadelek (Russia)",ULES-01361,,,,
