Redump_Name,Game_Title,Product_Number (GameID),Version,Build_Date,CD_Number,Region,Compatible_Peripherals,Hardware_Identifier,Marker_ID
Ojousama o Nerae!! (Japan),OJYOUSAMA WO NERAE,T-38101G,V1.002,19980605,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-381
Ojousama o Nerae!! (Japan) (Rev A),OJYOUSAMA WO NERAE,T-38101G,V1.003,19980728,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-381
Okudera Yasuhiko no Sekai o Mezase! Soccer Kids - Nyuumon-hen (Japan),OKEDERA YASUHIKONO SEKAIWO MEZASE! SOCCER KIDS NYUUMONHEN,T-26001G,V1.310,19960828,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-260
"Olympic Soccer (Europe) (En,Fr,De,Es,It)",OLYMPIC SOCCER,T-07904H50,V2.000,19960710,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-079
Olympic Soccer (Germany),OLYMPIC SOCCER,T-07904H18,V2.000,19960712,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-079
Olympic Soccer (Japan),OLYMPIC SOCCER,T-7304G,V1.002,19960725,CD-1/1,JT,JT,SEGA SEGASATURN,SEGA TP T-073
Olympic Soccer (USA),OLYMPIC SOCCER,T-07904H,V2.000,19960719,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-079
Omakase! Savers (Japan),OMAKASE SAVERS 1,GS-9030,V1.002,19960111,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Ooedo Renaissance (Japan),OOEDO RENAISSANCE,T-9104G,V1.001,19971103,CD-1/1,J,JE,SEGA SEGASATURN,SEGA TP T-91
"Oracle no Houseki - Jewels of the Oracle (Japan) (En,Ja,Fr,De)",JEWELS OF THE ORACLE,T-1511G,V1.004,19960725,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-15
Ousama Game (Japan) (Disc 1) (Ichigo Disc),OHSAMAGAME,T-21904G,V1.001,19980407,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-219
Ousama Game (Japan) (Disc 2) (Momo Disc),OHSAMAGAME,T-21904G,V1.001,19980407,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-219
P.T.O. - Pacific Theater of Operations II (USA),PTO2,T-7604H,V1.000,19960903,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-76
Pachi-Slot Kanzen Kouryaku Uni-Colle '97 - Universal Collection (Japan),PachiSlot Kanzen Kouryaku Universal Collection '97                                                    FOR JAPAN,T-36501G,V1.002,19970804,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-365
Pachinko Hall - Shinsou Daikaiten (Japan),Pachinko Hall Shinsou Daikaiten,T-37501G,V1.000,19980112,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-375
Pad Nifty (Japan),PAD NIFTY,GS-7101,V1.007,19960701,CD-1/1,J,JKDF,SEGA SEGASATURN,SEGA ENTERPRISES
Pad Nifty 1.1 & Habitat II (Japan),PAD NIFTY/HABITAT2,GS-7109,V1.003,19971003,CD-1/1,J,JKDFM,SEGA SEGASATURN,SEGA ENTERPRISES
Pandemonium! (Europe),PANDEMONIUM,MK-8109050,V1.300,19970429,CD-1\1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Pandemonium! (USA),PANDEMONIUM,T-15914H,V1.001,19970226,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-159
Paneltia Story - Koeln no Daibouken (Japan),PANELTIA,T-21510G,V1.002,19970117,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-215
Panic-chan (Japan) (Rev A) (10M),PANIC CHAN,T-15010G,V1.003,19970426,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-150
Panic-chan (Japan) (Rev A) (11M),PANIC CHAN,T-15010G,V1.003,19970426,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-150
Panzer Dragoon (Europe) (Demo) (2S),PANZER DRAGOON,MK-81018,V0.910,19950407,CD-1/1,AEL,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon (Europe) (Demo) (5S),PANZER DRAGOON,MK-81018,V0.910,19950407,CD-1/1,AEL,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon (Europe) (Demo) (6S),PANZER DRAGOON,MK-81018,V0.910,19950407,CD-1/1,AEL,J,SEGA SEGASATURN,SEGA ENTERPRISES
"Panzer Dragoon (Europe) (En,Fr,De,Es,It)",PANZER DRAGOON,MK-81009,V1.000,19950414,CD-1/1,AEL,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon (Japan) (2M),PANZER DRAGOON,GS-9015,V1.001,19950210,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
"Panzer Dragoon (Japan) (3A, 3B)",PANZER DRAGOON,GS-9015,V1.001,19950210,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
"Panzer Dragoon (Japan) (4A, 4B)",PANZER DRAGOON,GS-9015,V1.001,19950210,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon (Japan) (5A),PANZER DRAGOON,GS-9015,V1.001,19950210,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon (Japan) (Demo 1),PANZER DRAGOON,GS-9015,V0.100,19950105,CD-1/1,J,JA,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon (Japan) (Demo 2),PANZER DRAGOON,GS-9015,V0.511,19950131,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon (USA) (1S),PANZER DRAGOON,MK-81009,V1.001,19950302,CD-1/1,BKUT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon (USA) (5S),PANZER DRAGOON,MK-81009,V1.001,19950302,CD-1/1,BKUT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon (USA) (Demo) (2S),PANZER DRAGOON,MK-81018,V0.901,19950316,CD-1/1,BKUT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon (USA) (Demo) (3S),PANZER DRAGOON,MK-81018,V0.901,19950316,CD-1/1,BKUT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon (USA) (Demo) (4S),PANZER DRAGOON,MK-81018,V0.901,19950316,CD-1/1,BKUT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon II Zwei (Europe),PANZER DRAGOON  ZWEI,MK-81022,V1.000,19960314,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon II Zwei (Japan),PANZER DRAGOON  ZWEI,GS-9049,V1.001,19960227,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon II Zwei (USA),PANZER DRAGOON  ZWEI,MK-81022,V1.000,19960308,CD-1/1,JTU,J,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon Saga (Europe) (Disc 1),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,19980309,CD-1/4,E,AEFJK,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon Saga (Europe) (Disc 2),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,19980309,CD-2/4,E,AEFJK,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon Saga (Europe) (Disc 3),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,19980309,CD-3/4,E,AEFJK,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon Saga (Europe) (Disc 4),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,19980309,CD-4/4,E,AEFJK,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon Saga (USA) (Disc 1),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,19980318,CD-1/4,U,AEFJK,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon Saga (USA) (Disc 2),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,19980318,CD-2/4,U,AEFJK,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon Saga (USA) (Disc 3),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,19980318,CD-3/4,U,AEFJK,SEGA SEGASATURN,SEGA ENTERPRISES
Panzer Dragoon Saga (USA) (Disc 4),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,19980318,CD-4/4,U,AEFJK,SEGA SEGASATURN,SEGA ENTERPRISES
Pappara Paoon (Japan) (2M),PAPPARA,23201G,V1.002,19951006,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-232
Parodius (Europe),PARODIUS/FANTASTIC JOURNEY,T-9501H-50,V2.000,19950907,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-95
Pastel Muses (Japan),PASTEL MUSES,T-30602G,V1.003,19970909,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-306
PD Ultraman Link (Japan),PD ULTRAMAN LINK,T-13304G,V1.001,19951213,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-133
Pebble Beach Golf Links (Europe) (3S),Pebble Beach Golf Links,MK-81101,V.001,19950427,CD-1/1,AEL,J,SEGA SEGASATURN,SEGA ENTERPRISES
Pebble Beach Golf Links (Europe) (4S),Pebble Beach Golf Links,MK-81101,V.001,19950427,CD-1/1,AEL,J,SEGA SEGASATURN,SEGA ENTERPRISES
Pebble Beach Golf Links (USA),Pebble Beach Golf Links,MK-81101,V.001,19950407,CD-1/1,UKBT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Pebble Beach Golf Links - Stadler ni Chousen (Japan),Pebble Beach Golf Links,GS-9006,V1.000,19941227,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
PGA Tour 97 (Europe),PGA TOUR 97,T-5011H,V1.000,19961028,CD-1/1,E,JT,SEGA SEGASATURN,SEGA TP T-50
PGA Tour 97 (Japan),PGA TOUR 97,T-10619G,V1.000,19970627,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-106
PGA Tour 97 (USA),PGA TOUR 97,T-5011H,V1.000,19961027,CD-1/1,U,JT,SEGA SEGASATURN,SEGA TP T-50
PhantasM (Japan) (Disc 1),PHANTASM,T-36001G,V1.001,19970527,CD-1/8,J,JM,SEGA SEGASATURN,SEGA TP T-360
PhantasM (Japan) (Disc 2),PHANTASM,T-36001G,V1.001,19970527,CD-2/8,J,JM,SEGA SEGASATURN,SEGA TP T-360
PhantasM (Japan) (Disc 3) (2M),PHANTASM,T-36001G,V1.001,19970527,CD-3/8,J,JM,SEGA SEGASATURN,SEGA TP T-360
PhantasM (Japan) (Disc 4),PHANTASM,T-36001G,V1.001,19970527,CD-4/8,J,JM,SEGA SEGASATURN,SEGA TP T-360
PhantasM (Japan) (Disc 5),PHANTASM,T-36001G,V1.001,19970527,CD-5/8,J,JM,SEGA SEGASATURN,SEGA TP T-360
PhantasM (Japan) (Disc 6) (4M),PHANTASM,T-36001G,V1.002,19970606,CD-6/8,J,JM,SEGA SEGASATURN,SEGA TP T-360
PhantasM (Japan) (Disc 6) (5M),PHANTASM,T-36001G,V1.002,19970606,CD-6/8,J,JM,SEGA SEGASATURN,SEGA TP T-360
PhantasM (Japan) (Disc 7),PHANTASM,T-36001G,V1.001,19970527,CD-7/8,J,JM,SEGA SEGASATURN,SEGA TP T-360
PhantasM (Japan) (Disc 8),PHANTASM,T-36001G,V1.001,19970527,CD-8/8,J,JM,SEGA SEGASATURN,SEGA TP T-360
"Photo CD Operating System (Europe) (En,Ja,Fr,De,Es,It)",PHOTO CD OPERATING SYSTEM       MK-81681,SEGAVIEWER,V1.002,19950912,CD-1/1,ET,J,SEGA SEGASATURN,SEGA ENTERPRISES
"Photo CD Operating System (Europe) (En,Ja,Fr,De,Es,It) (2S)",PHOTO CD OPERATING SYSTEM       MK-81681,SEGAVIEWER,V1.002,19950912,CD-1/1,ET,J,SEGA SEGASATURN,SEGA ENTERPRISES
Photo Genic (Japan),PHOTO GENIC,T-1524G,V1.000,19971118,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-15
"Photograph of a Crime, The - Hankou Shashin - Shibarareta Shoujo-tachi no Mita Mono wa (Japan)",HANKOU SYASHIN,T-15008G,V1.003,19960418,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-150
Pia Carrot e Youkoso!! 2 (Japan) (Disc 1) (Game Disc) (2M),WELCOME TO PIA  CARROT 2,T-20114G,V1.002,19980827,CD-1/2,J,JW,SEGA SEGASATURN,SEGA TP T-201
Pia Carrot e Youkoso!! 2 (Japan) (Disc 1) (Game Disc) (3M),WELCOME TO PIA  CARROT 2,T-20114G,V1.002,19980827,CD-1/2,J,JW,SEGA SEGASATURN,SEGA TP T-201
Pia Carrot e Youkoso!! 2 (Japan) (Disc 1) (Game Disc) (4M),WELCOME TO PIA  CARROT 2,T-20114G,V1.002,19980827,CD-1/2,J,JW,SEGA SEGASATURN,SEGA TP T-201
Pia Carrot e Youkoso!! 2 (Japan) (Disc 2) (Special Disc) (1M),WELCOME TO PIA  CARROT 2,T-20114G,V1.001,19980818,CD-2/2,J,JW,SEGA SEGASATURN,SEGA TP T-201
Pia Carrot e Youkoso!! 2 (Japan) (Disc 2) (Special Disc) (2M),WELCOME TO PIA  CARROT 2,T-20114G,V1.001,19980818,CD-2/2,J,JW,SEGA SEGASATURN,SEGA TP T-201
Pia Carrot e Youkoso!! We've Been Waiting for You (Japan),PIACARROT,T-19708G,V1.002,19980114,CD-1/1,J,JME,SEGA SEGASATURN,SEGA TP T-197
Pia Carrot e Youkoso!! We've Been Waiting for You (Japan) (Demo),PIACARROT,6106822,V1.000,19971204,CD-1/1,J,JME,SEGA SEGASATURN,SEGA TP T-197
PictFlash Don Don (Japan),"PICT FLUSH DON2 HITACHI,Ltd.    HITACHI MS      ICC",T-17811G V,1,19960723,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-178
Pinball Graffiti (Europe),PINBALL GRAFFITI,T-6011H-50,V1.000,19961118,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-60
Pinball Graffiti (Europe) (Demo),PINBALL GRAFFITI,T-6011H-50,V1.000,19961118,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-60
Pinball Graffiti (Japan),PINBALL GRAFFITI,T-9101G,V1.000,19960628,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-91
Planet Joker (Japan),PLANET JOKER,T-18711G,V1.000,19970307,CD-1/1,J,JEM,SEGA SEGASATURN,SEGA TP T-187
Playboy - Karaoke Collection Volume 1 (Japan),PLAYBOY KARAOKE Vol 1,T-2305G,V1.000,19960531,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-23
Playboy - Karaoke Collection Volume 2 (Japan) (2M),PLAYBOY KARAOKE Vol 2,T-2305G,V1.000,19960531,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-23
Pocket Fighter (Japan),POCKET FIGHTER,T-1230G,V1.002,19970419,CD-1/1,JT,JW,SEGA SEGASATURN,SEGA TP T-12
Policenauts (Japan) (Disc 1),POLICENAUTS,T-9510G,V1.000,19960701,CD-1/3,J,JMG,SEGA SEGASATURN,SEGA TP T-95
Policenauts (Japan) (Disc 2),POLICENAUTS,T-9510G,V1.000,19960701,CD-2/3,J,JMG,SEGA SEGASATURN,SEGA TP T-95
Policenauts (Japan) (Disc 3),POLICENAUTS,T-9510G,V1.000,19960701,CD-3/3,J,JMG,SEGA SEGASATURN,SEGA TP T-95
Popoitto Hebereke (Japan),POPOITO HEBELEKE,T-1504G,V1.002,19950127,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-15
Powerslave (USA),POWER SLAVE,T-13205H,V1.000,19961008,CD-1/1,U,JA,SEGA SEGASATURN,SEGA TP T-132
Preview Sega Saturn Vol. 1 (Europe),SEGA EUROPE PREVIEW 1,SG0000000,V1.000,19960808,CART16M,JTUBKAEL,J,SEGA SEGASATURN,SEGA TP 3RD-PRT.
PriKura (Princess Kurara) Daisakusen (Japan),PURIKURA SAKUSEN,T-14409G,V1.001,19960928,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-144
PriKura (Princess Kurara) Daisakusen (Japan) (Demo),PURIKURA SAKUSEN,T-14409G,V1.002,19961009,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-144
"Primal Rage (Europe) (En,Fr,De,Es,It,Pt)",PRIMAL RAGE,T-4802H-50,V1.000,19960501,CD-1/1,TBKAEL,J,SEGA SEGASATURN,SEGA TP T-48
Primal Rage (Japan),PRIMAL RAGE,T-18614G,V1.300,19971020,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-186
Primal Rage (USA),PRIMAL RAGE,T-4802H,V1.000,19960429,CD-1/1,TU,J,SEGA SEGASATURN,SEGA TP T-48
Prime Selection Vol. 1 (Japan),DemoDemo CD including playable CLOCKWORK KNIGHT gekan                                                      11:30,GS-9029,V1.002,19950615,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Princess Crown (Japan) (1M),Princess Crown,T-14418G,V1.004,19971102,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-144
Princess Crown (Japan) (Rev A) (11M),Princess Crown,T-14418G,V1.005,19971203,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-144
Princess Crown (Japan) (Rev A) (13M),Princess Crown,T-14418G,V1.005,19971203,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-144
Princess Maker - Yumemiru Yousei (Japan),PRIMK 3S,T-35101G,V1.003,19980413,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-351
Princess Maker - Yumemiru Yousei (Japan) (Demo) (2M),PRIMK 3S DEMO,6106886,V1.002,19980507,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-351
Princess Maker 2 (Japan) (1M),PRINCESSMAKER2,T-5201G,V1.003,19950925,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-52
Princess Maker 2 (Japan) (4M),PRINCESSMAKER2,T-5201G,V1.003,19950925,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-52
Princess Quest (Japan),PRINCESSQUEST,T-24604G,V1.003,19980208,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-246
Princess Quest (Japan) (Rev A) (11M),PRINCESSQUEST,T-24603G,V2.000,19980215,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-246
Prisoner of Ice - Jashin Kourin (Japan),PRISONER OF ICE,T-26112G,V1.000,19971106,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-261
Private Idol Disc - Data-hen - Race Queen F (Japan),PRIVATE IDOL VOLUME 5 Race Queen F,T-30805G,V1.001,19961127,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc - Data-hen - Race Queen G (Japan),PRIVATE IDOL VOLUME 6 Race Queen G,T-30806G,V1.002,19970101,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc - Tokubetsu-hen - Can Gal '97 (Japan),PRIVATE IDOL VOLUME 8,T-30808G,V1.000,19970423,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc - Tokubetsu-hen - Cosplayers (Japan) (2M),PRIVATE IDOL VOLUME 4 COSTUME PLAYERS,T-30804G,V1.003,19961024,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc - Tokubetsu-hen - Kogal Daihyakka 100 (Japan),PRIVATE IDOL VOLUME 7,T-30807G,V1.001,19970317,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc Vol. 1 - Yuu Kinoshita (Japan),PRIVATE IDOL    VOLUME 1        KINOSHITA YOU,T-30801G,V1.002,19960626,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc Vol. 10 - Mai Masaki (Japan),PRIVATE IDOL VOLUME15,T-30817G,V1.001,19970926,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc Vol. 11 - Mayumi Hirose (Japan) (2M),PRIVATE IDOL VOLUME16,T-30818G,V1.001,19971016,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc Vol. 2 - Miki Uchiyama (Japan),PRIVATE IDOL VOLUME 2 UCHIYAMA MIKI,T-30802G,V1.001,19960717,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc Vol. 3 - Akemi Ooshima (Japan) (2M),PRIVATE IDOL VOLUME 3 OHSHIMA AKEMI,T-30803G,V1.001,19960821,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc Vol. 4 - Mirei Kuroda (Japan),PRIVATE IDOL VOLUME 9,T-30809G,V1.000,19970517,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc Vol. 5 - Nanako Fujisaki (Japan),PRIVATE IDOL VOLUME10,T-30811G,V1.001,19970627,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc Vol. 6 - Satomi Yoshida (Japan),PRIVATE IDOL VOLUME11,T-30813G,V1.001,19970728,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc Vol. 7 - Kaori Asou (Japan),PRIVATE IDOL VOLUME12,T-30814G,V1.002,19970828,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc Vol. 8 - Emiko Furukawa (Japan),PRIVATE IDOL VOLUME13,T-30815G,V1.001,19970919,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Private Idol Disc Vol. 9 - Keiko Nagamatsu (Japan),PRIVATE IDOL VOLUME14,T-30816G,V1.001,19970928,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-308
Pro Mahjong Kiwame-S (Japan),KIWAME-S,T-16801G,V1.004,19951117,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-168
Pro Mahjong Kiwame-S (Japan) (Rev A),KIWAME-S,T-16801G,V1.006,19960201,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-168
Pro Shinan Mahjong - Tsuwamono (Japan),PROSHINANMAHJANG TUWAMONO,T-38501G,V1.004,19990601,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-385
Pro Yakyuu Greatest Nine '97 (Japan) (Rev A),GREATEST NINE 97,GS-9139,V1.017,19970311,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Pro Yakyuu Greatest Nine '97 (Japan) (Rev B),GREATEST NINE 97,GS-9139,V1.019,19970402,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Pro Yakyuu Greatest Nine '97 - Make Miracle (Japan),GREATEST NINE97 MAKE MIRACLE,GS-9171,V1.001,19970821,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Pro Yakyuu Greatest Nine '98 (Japan) (Rev A),GREATEST NINE98,GS-9185,V1.004,19980301,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Pro Yakyuu Greatest Nine '98 (Japan) (Rev B),GREATEST NINE98,GS-9185,V1.005,19980422,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Pro Yakyuu Greatest Nine '98 - Summer Action (Japan),GREATEST NINE98 SUMMER ACTION,GS-9202,V1.000,19980621,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Pro Yakyuu Team mo Tsukurou! (Japan),PRO YAKYUU TEAM MO TSUKUROU!,GS-9165,V1.005,19980114,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Pro Yakyuu Team mo Tsukurou! (Japan) (Rev B),PRO YAKYUU TEAM MO TSUKUROU!,GS-9165,V1.008,19980616,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Pro-Pinball (USA),PRO PINBALL THE WEB,T-12520H,V1.000,19960916,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-125
Pro-Pinball - The Web (Europe),PRO PINBALL THE WEB,T-30701H,V1.005,19960624,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-307
"Psychotron, The (Japan)",PSYCHOTRON,TS-18503G,V1.001,19951002,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-185
Pup-Breeder (Japan),PUP-BREEDER,T-29301G,V1.010,19960930,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-293
"Puyo Puyo Sun (Japan) (1M, 3M)",PUYO PUYO SUN,T-6603G,V1.002,19970130,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-66
Puyo Puyo Sun (Japan) (2M),PUYO PUYO SUN,T-6603G,V1.002,19970130,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-66
Puyo Puyo Sun (Japan) (Rev A) (10M),PUYO PUYO SUN,T-6603G,V2.000,19970123,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-66
Puyo Puyo Sun for SegaNet (Japan),PUYOSUN-NET,GS-7111,V1.005,19970725,CD-1/1,J,JDX,SEGA SEGASATURN,SEGA ENTERPRISES
"Puyo Puyo Tsuu (Japan) (1M, 4M)",PUYOPUYO2,T-6601G,V1.200,19950930,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-66
Puyo Puyo Tsuu (Japan) (3M),PUYOPUYO2,T-6601G,V1.200,19950930,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-66
"Puzzle Bobble 2X (Japan) (2M1, 2MB1)",PUZZLE BUBBLE 2X,T-1106G,V1.007,19960630,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-11
Puzzle Bobble 2X (Japan) (2M2),PUZZLE BUBBLE 2X,T-1106G,V1.007,19960630,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-11
Puzzle Bobble 3 (Japan) (1M),PUZZLE BOBBLE 3,T-1109G,V1.002,19970205,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-11
Puzzle Bobble 3 (Japan) (2M),PUZZLE BOBBLE 3,T-1109G,V1.002,19970205,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-11
Puzzle Bobble 3 for SegaNet (Japan),PUZZLE BOBBLE 3 FOR SEGANET,GS-7113,V1.005,19970709,CD-1/1,J,JDX,SEGA SEGASATURN,SEGA ENTERPRISES
Pyon Pyon Kyaruru no Mahjong Biyori (Japan) (2M),PYONPYONKYARURU NO MAJANBIYORI,T-31101G,V1.003,19961106,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-311
Quake (Europe),QUAKE,MK-081066,V1.015,19971024,CD-1/1,E,EATJ,SEGA SEGASATURN,SEGA ENTERPRISES
Quake (USA),QUAKE,MK-081066,V1.019,19971113,CD-1/1,U,EATJ,SEGA SEGASATURN,SEGA ENTERPRISES
Quantum Gate I - Akumu no Joshou (Japan),QUANTUMGATE,T-18502G,V1.000,19950807,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-185
Quarterback Attack (USA),Quarterback Attack SATURN,T-16213H,V1.000,19951002,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-162
Quiz Nanairo Dreams - Nijiiro-chou no Kiseki (Japan),QUIZ NANAIRO    DREAMS,T-1220G,V1.004,19970518,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
